,timestamp,imsi,lac_id,cell_id,laci,longitude,latitude
138,2018100310,460000095005571676,16644,60105879,16644-60105879,123.4172211,41.8232193
139,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
140,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
141,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
142,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
143,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
144,2018100310,460000095005571676,16644,67664191,16644-67664191,123.417511,41.82001114
145,2018100310,460000095005571676,16644,67664191,16644-67664191,123.417511,41.82001114
146,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
147,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
148,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
149,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
150,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
151,2018100310,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
152,2018100310,460000095005571676,16789,67584308,16789-67584308,123.41438290000002,41.81169891
153,2018100310,460000095005571676,16789,61715085,16789-61715085,123.4169998,41.81206894
154,2018100310,460000095005571676,16789,61715085,16789-61715085,123.4169998,41.81206894
155,2018100311,460000095005571676,16789,61715085,16789-61715085,123.4169998,41.81206894
156,2018100311,460000095005571676,16789,61715085,16789-61715085,123.4169998,41.81206894
157,2018100311,460000095005571676,16789,235162124,16789-235162124,123.4131699,41.81354904
158,2018100311,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
159,2018100311,460000095005571676,16789,235162124,16789-235162124,123.4131699,41.81354904
160,2018100311,460000095005571676,16789,235162124,16789-235162124,123.4131699,41.81354904
161,2018100311,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
162,2018100311,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
163,2018100311,460000095005571676,16789,61715085,16789-61715085,123.4169998,41.81206894
164,2018100312,460000095005571676,16789,61715085,16789-61715085,123.4169998,41.81206894
165,2018100312,460000095005571676,16789,61715085,16789-61715085,123.4169998,41.81206894
166,2018100313,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
167,2018100313,460000095005571676,16789,67681055,16789-67681055,123.4121704,41.8152504
168,2018100313,460000095005571676,16789,235162124,16789-235162124,123.4131699,41.81354904
169,2018100313,460000095005571676,16644,67664191,16644-67664191,123.417511,41.82001114
170,2018100313,460000095005571676,16789,12601497,16789-12601497,123.4207916,41.81219864
171,2018100313,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
172,2018100313,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
173,2018100314,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
174,2018100314,460000095005571676,16789,67584308,16789-67584308,123.41438290000002,41.81169891
175,2018100314,460000095005571676,16789,67584308,16789-67584308,123.41438290000002,41.81169891
176,2018100314,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
177,2018100314,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
178,2018100314,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
179,2018100314,460000095005571676,16789,67681075,16789-67681075,123.4121704,41.8152504
180,2018100314,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
181,2018100315,460000095005571676,16789,67673406,16789-67673406,123.4181671,41.81634903
182,2018100315,460000095005571676,16789,67291403,16789-67291403,123.4166718,41.8102417
183,2018100315,460000095005571676,16789,67291404,16789-67291404,123.4166718,41.8102417
184,2018100315,460000095005571676,16789,234967052,16789-234967052,123.42195890000002,41.80764008
185,2018100315,460000095005571676,16789,67568179,16789-67568179,123.4248505,41.80847931
186,2018100316,460000095005571676,16644,61726861,16644-61726861,123.415947,41.82638931
187,2018100316,460000095005571676,16644,13099395,16644-13099395,123.4166107,41.82537079
188,2018100316,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
189,2018100316,460000095005571676,16644,13099417,16644-13099417,123.4166107,41.82537079
190,2018100316,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
191,2018100316,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
192,2018100316,460000095005571676,16644,13099417,16644-13099417,123.4166107,41.82537079
193,2018100316,460000095005571676,16644,67677503,16644-67677503,123.4217682,41.82440948
194,2018100316,460000095005571676,16644,13099417,16644-13099417,123.4166107,41.82537079
195,2018100316,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
196,2018100316,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
197,2018100316,460000095005571676,16644,67677503,16644-67677503,123.4217682,41.82440948
198,2018100316,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
199,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
200,2018100317,460000095005571676,16644,13099417,16644-13099417,123.4166107,41.82537079
201,2018100317,460000095005571676,16644,60105881,16644-60105881,123.4172211,41.8232193
202,2018100317,460000095005571676,16644,13099417,16644-13099417,123.4166107,41.82537079
203,2018100317,460000095005571676,16644,60105881,16644-60105881,123.4172211,41.8232193
204,2018100317,460000095005571676,16644,13099417,16644-13099417,123.4166107,41.82537079
205,2018100317,460000095005571676,16644,60105881,16644-60105881,123.4172211,41.8232193
206,2018100317,460000095005571676,16644,60105881,16644-60105881,123.4172211,41.8232193
207,2018100317,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
208,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
209,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
210,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
211,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
212,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
213,2018100317,460000095005571676,16644,13099395,16644-13099395,123.4166107,41.82537079
214,2018100317,460000095005571676,16644,67677503,16644-67677503,123.4217682,41.82440948
215,2018100317,460000095005571676,16644,61726605,16644-61726605,123.415947,41.82638931
216,2018100317,460000095005571676,16644,13099417,16644-13099417,123.4166107,41.82537079
217,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
218,2018100317,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
219,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
220,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
221,2018100317,460000095005571676,16644,67677503,16644-67677503,123.4217682,41.82440948
222,2018100317,460000095005571676,16644,67677503,16644-67677503,123.4217682,41.82440948
223,2018100317,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
224,2018100317,460000095005571676,16644,67677503,16644-67677503,123.4217682,41.82440948
225,2018100317,460000095005571676,16644,67663421,16644-67663421,123.4132919,41.82429123
226,2018100317,460000095005571676,16644,61726605,16644-61726605,123.415947,41.82638931
227,2018100317,460000095005571676,16644,61726605,16644-61726605,123.415947,41.82638931
228,2018100317,460000095005571676,16644,13099395,16644-13099395,123.4166107,41.82537079
229,2018100317,460000095005571676,16644,67677503,16644-67677503,123.4217682,41.82440948
230,2018100318,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
231,2018100318,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
232,2018100318,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
233,2018100318,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
234,2018100318,460000095005571676,16644,13099415,16644-13099415,123.4166107,41.82537079
235,2018100318,460000095005571676,16644,61726861,16644-61726861,123.415947,41.82638931
236,2018100318,460000095005571676,16644,67677493,16644-67677493,123.4217682,41.82440948
237,2018100318,460000095005571676,16789,67295540,16789-67295540,123.4208603,41.81906128
238,2018100318,460000095005571676,16789,67291454,16789-67291454,123.4166718,41.8102417
239,2018100318,460000095005571676,16789,67291455,16789-67291455,123.4166718,41.8102417
240,2018100318,460000095005571676,16789,67291453,16789-67291453,123.4166718,41.8102417
241,2018100318,460000095005571676,16789,67291444,16789-67291444,123.4166718,41.8102417
242,2018100318,460000095005571676,16789,67291444,16789-67291444,123.4166718,41.8102417
243,2018100318,460000095005571676,16789,67291444,16789-67291444,123.4166718,41.8102417
244,2018100319,460000095005571676,16789,67291445,16789-67291445,123.4166718,41.8102417
245,2018100319,460000095005571676,16789,67291444,16789-67291444,123.4166718,41.8102417
246,2018100320,460000095005571676,16789,67291445,16789-67291445,123.4166718,41.8102417
247,2018100320,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
248,2018100320,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
249,2018100320,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
250,2018100320,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
251,2018100320,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
252,2018100320,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
253,2018100320,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
254,2018100321,460000095005571676,16789,67291445,16789-67291445,123.4166718,41.8102417
255,2018100321,460000095005571676,16789,67291445,16789-67291445,123.4166718,41.8102417
256,2018100321,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
257,2018100321,460000095005571676,16789,67291405,16789-67291405,123.4166718,41.8102417
258,2018100322,460000095005571676,16789,67291443,16789-67291443,123.4166718,41.8102417
259,2018100322,460000095005571676,16789,67291443,16789-67291443,123.4166718,41.8102417
260,2018100322,460000095005571676,16789,67291443,16789-67291443,123.4166718,41.8102417
261,2018100322,460000095005571676,16789,67291445,16789-67291445,123.4166718,41.8102417
262,2018100322,460000095005571676,16789,67291444,16789-67291444,123.4166718,41.8102417
263,2018100322,460000095005571676,16789,12785293,16789-12785293,123.4117813,41.80295181
264,2018100323,460000095005571676,16789,12785293,16789-12785293,123.4117813,41.80295181
265,2018100323,460000095005571676,16789,67574836,16789-67574836,123.41426090000002,41.80113983
266,2018100323,460000095005571676,16789,12785293,16789-12785293,123.4117813,41.80295181
267,2018100323,460000095005571676,16789,12785293,16789-12785293,123.4117813,41.80295181
268,2018100323,460000095005571676,16789,12785293,16789-12785293,123.4117813,41.80295181
269,2018100323,460000095005571676,16789,12785293,16789-12785293,123.4117813,41.80295181
270,2018100323,460000095005571676,16789,12785293,16789-12785293,123.4117813,41.80295181
271,2018100300,460000095007329090,16789,67567924,16789-67567924,123.41596979999998,41.80778122
272,2018100300,460000095007329090,16789,67567884,16789-67567884,123.41596979999998,41.80778122
273,2018100300,460000095007329090,16789,67567924,16789-67567924,123.41596979999998,41.80778122
274,2018100300,460000095007329090,16789,67567925,16789-67567925,123.41596979999998,41.80778122
275,2018100300,460000095007329090,16789,67567925,16789-67567925,123.41596979999998,41.80778122
276,2018100300,460000095007329090,16789,2614580,16789-2614580,123.411911,41.81045914
277,2018100301,460000095007329090,16789,67567925,16789-67567925,123.41596979999998,41.80778122
278,2018100301,460000095007329090,16789,67567924,16789-67567924,123.41596979999998,41.80778122
279,2018100304,460000095007329090,16789,67567935,16789-67567935,123.41596979999998,41.80778122
280,2018100304,460000095007329090,16789,67567935,16789-67567935,123.41596979999998,41.80778122
281,2018100305,460000095007329090,16789,67567924,16789-67567924,123.41596979999998,41.80778122
282,2018100306,460000095007329090,16789,67567884,16789-67567884,123.41596979999998,41.80778122
283,2018100307,460000095007329090,16789,67567884,16789-67567884,123.41596979999998,41.80778122
284,2018100307,460000095007329090,16789,67567935,16789-67567935,123.41596979999998,41.80778122
285,2018100307,460000095007329090,16789,67291445,16789-67291445,123.4166718,41.8102417
286,2018100307,460000095007329090,16789,67494925,16789-67494925,123.43202209999998,41.80392075
287,2018100307,460000095007329090,16640,67195659,16640-67195659,123.4372406,41.7996788
288,2018100307,460000095007329090,16407,67197709,16407-67197709,123.4421463,41.80107879999999
289,2018100307,460000095007329090,16640,67195659,16640-67195659,123.4372406,41.7996788
290,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
291,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
292,2018100308,460000095007329090,16789,67200780,16789-67200780,123.4396362,41.80488968
293,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
294,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
295,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
296,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
297,2018100308,460000095007329090,16789,67200780,16789-67200780,123.4396362,41.80488968
298,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
299,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
300,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
301,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
302,2018100308,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
303,2018100309,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
304,2018100309,460000095007329090,16789,67200780,16789-67200780,123.4396362,41.80488968
305,2018100309,460000095007329090,16789,67200820,16789-67200820,123.4396362,41.80488968
306,2018100309,460000095007329090,16789,67483956,16789-67483956,123.4359436,41.80569839
307,2018100309,460000095007329090,16789,67475468,16789-67475468,123.4312515,41.80846024
308,2018100312,460000095007329090,16789,67475468,16789-67475468,123.4312515,41.80846024
309,2018100313,460000095007329090,16789,67475508,16789-67475508,123.4312515,41.80846024
310,2018100313,460000095007329090,16789,67475508,16789-67475508,123.4312515,41.80846024
311,2018100315,460000095007329090,16789,67475468,16789-67475468,123.4312515,41.80846024
312,2018100318,460000095007329090,16789,67475508,16789-67475508,123.4312515,41.80846024
313,2018100319,460000095007329090,16789,67314198,16789-67314198,123.4344177,41.81195831
314,2018100319,460000095007329090,16789,67314199,16789-67314199,123.4344177,41.81195831
315,2018100319,460000095007329090,16789,67314199,16789-67314199,123.4344177,41.81195831
316,2018100320,460000095007329090,16789,67313941,16789-67313941,123.4344177,41.81195831
317,2018100320,460000095007329090,16789,67314199,16789-67314199,123.4344177,41.81195831
318,2018100320,460000095007329090,16789,67572236,16789-67572236,123.4262009,41.81328964
319,2018100320,460000095007329090,16789,61397123,16789-61397123,123.4290314,41.81130981
320,2018100320,460000095007329090,16789,61397124,16789-61397124,123.4290314,41.81130981
321,2018100320,460000095007329090,16789,61397124,16789-61397124,123.4290314,41.81130981
322,2018100320,460000095007329090,16789,67681055,16789-67681055,123.4121704,41.8152504
323,2018100320,460000095007329090,16789,67681055,16789-67681055,123.4121704,41.8152504
324,2018100321,460000095007329090,16789,67567935,16789-67567935,123.41596979999998,41.80778122
325,2018100321,460000095007329090,16789,67567935,16789-67567935,123.41596979999998,41.80778122
326,2018100321,460000095007329090,16789,67567935,16789-67567935,123.41596979999998,41.80778122
327,2018100322,460000095007329090,16789,67567924,16789-67567924,123.41596979999998,41.80778122
328,2018100322,460000095007329090,16789,2614580,16789-2614580,123.411911,41.81045914
329,2018100322,460000095007329090,16789,2614540,16789-2614540,123.411911,41.81045914
330,2018100322,460000095007329090,16789,67567923,16789-67567923,123.41596979999998,41.80778122
331,2018100323,460000095007329090,16789,67567925,16789-67567925,123.41596979999998,41.80778122
332,2018100323,460000095007329090,16789,67567884,16789-67567884,123.41596979999998,41.80778122
333,2018100323,460000095007329090,16789,67567923,16789-67567923,123.41596979999998,41.80778122
334,2018100323,460000095007329090,16789,67567923,16789-67567923,123.41596979999998,41.80778122
335,2018100323,460000095007329090,16789,67567884,16789-67567884,123.41596979999998,41.80778122
336,2018100323,460000095007329090,16789,67567884,16789-67567884,123.41596979999998,41.80778122
337,2018100323,460000095007329090,16789,67567924,16789-67567924,123.41596979999998,41.80778122
338,2018100323,460000095007329090,16789,67567924,16789-67567924,123.41596979999998,41.80778122
339,2018100323,460000095007329090,16789,67436852,16789-67436852,123.4128571,41.80469894
340,2018100300,460000095007687263,16648,67927583,16648-67927583,123.3987732,41.65663147
341,2018100300,460000095007687263,16648,67927583,16648-67927583,123.3987732,41.65663147
342,2018100301,460000095007687263,16648,67927583,16648-67927583,123.3987732,41.65663147
343,2018100301,460000095007687263,16648,67927583,16648-67927583,123.3987732,41.65663147
344,2018100302,460000095007687263,16648,67927583,16648-67927583,123.3987732,41.65663147
345,2018100303,460000095007687263,16648,67927583,16648-67927583,123.3987732,41.65663147
