,timestamp,timestamp,timestamp,timestamp,timestamp,timestamp,timestamp,timestamp,imsi,imsi,imsi,imsi,imsi,imsi,imsi,imsi,lac_id,lac_id,lac_id,lac_id,lac_id,lac_id,lac_id,lac_id,cell_id,cell_id,cell_id,cell_id,cell_id,cell_id,cell_id,cell_id,longitude,longitude,longitude,longitude,longitude,longitude,longitude,longitude,latitude,latitude,latitude,latitude,latitude,latitude,latitude,latitude
12,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508347046e+17,,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,1.0,16401.0,,16401.0,16401.0,16401.0,16401.0,16401.0,1.0,67449612.0,,67449612.0,67449612.0,67449612.0,67449612.0,67449612.0,1.0,123.4130096,,123.4130096,123.4130096,123.4130096,123.4130096,123.4130096,1.0,41.78722,,41.78722,41.78722,41.78722,41.78722,41.78722
13,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508347046e+17,,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,1.0,16401.0,,16401.0,16401.0,16401.0,16401.0,16401.0,1.0,67452427.0,,67452427.0,67452427.0,67452427.0,67452427.0,67452427.0,1.0,123.4201508,,123.4201508,123.4201508,123.4201508,123.4201508,123.4201508,1.0,41.78403091,,41.78403091,41.78403091,41.78403091,41.78403091,41.78403091
14,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508347046e+17,,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,1.0,16401.0,,16401.0,16401.0,16401.0,16401.0,16401.0,1.0,67452725.0,,67452725.0,67452725.0,67452725.0,67452725.0,67452725.0,1.0,123.4168396,,123.4168396,123.4168396,123.4168396,123.4168396,123.4168396,1.0,41.78324127,,41.78324127,41.78324127,41.78324127,41.78324127,41.78324127
15,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508347046e+17,,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,4.6000009508347046e+17,1.0,16401.0,,16401.0,16401.0,16401.0,16401.0,16401.0,1.0,67458110.0,,67458110.0,67458110.0,67458110.0,67458110.0,67458110.0,1.0,123.4083481,,123.4083481,123.4083481,123.4083481,123.4083481,123.4083481,1.0,41.77854156,,41.77854156,41.77854156,41.77854156,41.77854156,41.77854156
16,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009504013626e+17,,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,1.0,16401.0,,16401.0,16401.0,16401.0,16401.0,16401.0,1.0,67461409.0,,67461409.0,67461409.0,67461409.0,67461409.0,67461409.0,1.0,123.4166412,,123.4166412,123.4166412,123.4166412,123.4166412,123.4166412,1.0,41.77536011,,41.77536011,41.77536011,41.77536011,41.77536011,41.77536011
17,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009504013626e+17,,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,1.0,16401.0,,16401.0,16401.0,16401.0,16401.0,16401.0,1.0,67471115.0,,67471115.0,67471115.0,67471115.0,67471115.0,67471115.0,1.0,123.4123306,,123.4123306,123.4123306,123.4123306,123.4123306,123.4123306,1.0,41.77627945,,41.77627945,41.77627945,41.77627945,41.77627945,41.77627945
18,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009507446714e+17,,4.6000009507446714e+17,4.6000009507446714e+17,4.6000009507446714e+17,4.6000009507446714e+17,4.6000009507446714e+17,1.0,16402.0,,16402.0,16402.0,16402.0,16402.0,16402.0,1.0,234948405.0,,234948405.0,234948405.0,234948405.0,234948405.0,234948405.0,1.0,123.4422989,,123.4422989,123.4422989,123.4422989,123.4422989,123.4422989,1.0,41.75917816,,41.75917816,41.75917816,41.75917816,41.75917816,41.75917816
19,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009504013626e+17,,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,4.6007009504013626e+17,1.0,16402.0,,16402.0,16402.0,16402.0,16402.0,16402.0,1.0,67508491.0,,67508491.0,67508491.0,67508491.0,67508491.0,67508491.0,1.0,123.43782040000002,,123.43782040000002,123.43782040000002,123.43782040000002,123.43782040000002,123.43782040000002,1.0,41.75955963,,41.75955963,41.75955963,41.75955963,41.75955963,41.75955963
20,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950849959e+17,,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,1.0,16404.0,,16404.0,16404.0,16404.0,16404.0,16404.0,1.0,235094047.0,,235094047.0,235094047.0,235094047.0,235094047.0,235094047.0,1.0,123.3389969,,123.3389969,123.3389969,123.3389969,123.3389969,123.3389969,1.0,41.76615906,,41.76615906,41.76615906,41.76615906,41.76615906,41.76615906
21,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950849959e+17,,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,1.0,16404.0,,16404.0,16404.0,16404.0,16404.0,16404.0,1.0,67852861.0,,67852861.0,67852861.0,67852861.0,67852861.0,67852861.0,1.0,123.3388977,,123.3388977,123.3388977,123.3388977,123.3388977,123.3388977,1.0,41.77386856,,41.77386856,41.77386856,41.77386856,41.77386856,41.77386856
22,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950849959e+17,,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,1.0,16405.0,,16405.0,16405.0,16405.0,16405.0,16405.0,1.0,2425397.0,,2425397.0,2425397.0,2425397.0,2425397.0,2425397.0,1.0,123.4340591,,123.4340591,123.4340591,123.4340591,123.4340591,123.4340591,1.0,41.73952103,,41.73952103,41.73952103,41.73952103,41.73952103,41.73952103
23,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600000950849959e+17,,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,4.600000950849959e+17,1.0,16405.0,,16405.0,16405.0,16405.0,16405.0,16405.0,1.0,67492109.0,,67492109.0,67492109.0,67492109.0,67492109.0,67492109.0,1.0,123.4685898,,123.4685898,123.4685898,123.4685898,123.4685898,123.4685898,1.0,41.73131179999999,,41.73131179999999,41.73131179999999,41.73131179999999,41.73131179999999,41.73131179999999
24,5.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,5.0,4.600700950256495e+17,0.0,4.600700950256495e+17,4.600700950256495e+17,4.600700950256495e+17,4.600700950256495e+17,4.600700950256495e+17,5.0,16406.0,0.0,16406.0,16406.0,16406.0,16406.0,16406.0,5.0,2230029.0,0.0,2230029.0,2230029.0,2230029.0,2230029.0,2230029.0,5.0,123.3644791,0.0,123.3644791,123.3644791,123.3644791,123.3644791,123.3644791,5.0,41.7935791,0.0,41.7935791,41.7935791,41.7935791,41.7935791,41.7935791
25,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009502564864e+17,,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,1.0,16406.0,,16406.0,16406.0,16406.0,16406.0,16406.0,1.0,235016459.0,,235016459.0,235016459.0,235016459.0,235016459.0,235016459.0,1.0,123.3827209,,123.3827209,123.3827209,123.3827209,123.3827209,123.3827209,1.0,41.7816391,,41.7816391,41.7816391,41.7816391,41.7816391,41.7816391
26,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009502564864e+17,,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,1.0,16406.0,,16406.0,16406.0,16406.0,16406.0,16406.0,1.0,235016500.0,,235016500.0,235016500.0,235016500.0,235016500.0,235016500.0,1.0,123.3827209,,123.3827209,123.3827209,123.3827209,123.3827209,123.3827209,1.0,41.7816391,,41.7816391,41.7816391,41.7816391,41.7816391,41.7816391
27,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6002009505197024e+17,,4.6002009505197024e+17,4.6002009505197024e+17,4.6002009505197024e+17,4.6002009505197024e+17,4.6002009505197024e+17,1.0,16406.0,,16406.0,16406.0,16406.0,16406.0,16406.0,1.0,67682080.0,,67682080.0,67682080.0,67682080.0,67682080.0,67682080.0,1.0,123.3551483,,123.3551483,123.3551483,123.3551483,123.3551483,123.3551483,1.0,41.7903595,,41.7903595,41.7903595,41.7903595,41.7903595,41.7903595
28,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6007009502564864e+17,,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,4.6007009502564864e+17,1.0,16406.0,,16406.0,16406.0,16406.0,16406.0,16406.0,1.0,67684925.0,,67684925.0,67684925.0,67684925.0,67684925.0,67684925.0,1.0,123.37841029999998,,123.37841029999998,123.37841029999998,123.37841029999998,123.37841029999998,123.37841029999998,1.0,41.78406906,,41.78406906,41.78406906,41.78406906,41.78406906,41.78406906
29,7.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,7.0,4.6000009506385683e+17,69.12790078301718,4.600000950638569e+17,4.600000950638569e+17,4.600000950638569e+17,4.600000950638569e+17,4.600000950638569e+17,7.0,16408.0,0.0,16408.0,16408.0,16408.0,16408.0,16408.0,7.0,61352836.0,0.0,61352836.0,61352836.0,61352836.0,61352836.0,61352836.0,7.0,123.4176331,0.0,123.4176331,123.4176331,123.4176331,123.4176331,123.4176331,7.0,41.89228821,0.0,41.89228821,41.89228821,41.89228821,41.89228821,41.89228821
30,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,234885901.0,,234885901.0,234885901.0,234885901.0,234885901.0,234885901.0,1.0,123.39153290000002,,123.39153290000002,123.39153290000002,123.39153290000002,123.39153290000002,123.39153290000002,1.0,41.83559036,,41.83559036,41.83559036,41.83559036,41.83559036,41.83559036
31,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600200950006464e+17,,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,235094285.0,,235094285.0,235094285.0,235094285.0,235094285.0,235094285.0,1.0,123.3564911,,123.3564911,123.3564911,123.3564911,123.3564911,123.3564911,1.0,41.83140182,,41.83140182,41.83140182,41.83140182,41.83140182,41.83140182
32,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009508442054e+17,,4.6000009508442054e+17,4.6000009508442054e+17,4.6000009508442054e+17,4.6000009508442054e+17,4.6000009508442054e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,249684236.0,,249684236.0,249684236.0,249684236.0,249684236.0,249684236.0,1.0,123.3974915,,123.3974915,123.3974915,123.3974915,123.3974915,123.3974915,1.0,41.82318878,,41.82318878,41.82318878,41.82318878,41.82318878,41.82318878
33,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600200950006464e+17,0.0,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,2.0,16409.0,0.0,16409.0,16409.0,16409.0,16409.0,16409.0,2.0,54566984.0,0.0,54566984.0,54566984.0,54566984.0,54566984.0,54566984.0,2.0,123.3824615,0.0,123.3824615,123.3824615,123.3824615,123.3824615,123.3824615,2.0,41.8199501,0.0,41.8199501,41.8199501,41.8199501,41.8199501,41.8199501
34,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600200950006464e+17,0.0,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,4.600200950006464e+17,2.0,16409.0,0.0,16409.0,16409.0,16409.0,16409.0,16409.0,2.0,54566985.0,0.0,54566985.0,54566985.0,54566985.0,54566985.0,54566985.0,2.0,123.3824615,0.0,123.3824615,123.3824615,123.3824615,123.3824615,123.3824615,2.0,41.8199501,0.0,41.8199501,41.8199501,41.8199501,41.8199501,41.8199501
35,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,67647245.0,,67647245.0,67647245.0,67647245.0,67647245.0,67647245.0,1.0,123.3926086,,123.3926086,123.3926086,123.3926086,123.3926086,123.3926086,1.0,41.83023071,,41.83023071,41.83023071,41.83023071,41.83023071,41.83023071
36,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,67647501.0,,67647501.0,67647501.0,67647501.0,67647501.0,67647501.0,1.0,123.3730774,,123.3730774,123.3730774,123.3730774,123.3730774,123.3730774,1.0,41.82954025,,41.82954025,41.82954025,41.82954025,41.82954025,41.82954025
37,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,67647797.0,,67647797.0,67647797.0,67647797.0,67647797.0,67647797.0,1.0,123.3816299,,123.3816299,123.3816299,123.3816299,123.3816299,123.3816299,1.0,41.8310318,,41.8310318,41.8310318,41.8310318,41.8310318,41.8310318
38,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,67652739.0,,67652739.0,67652739.0,67652739.0,67652739.0,67652739.0,1.0,123.3876038,,123.3876038,123.3876038,123.3876038,123.3876038,123.3876038,1.0,41.82257843,,41.82257843,41.82257843,41.82257843,41.82257843,41.82257843
39,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,67665183.0,,67665183.0,67665183.0,67665183.0,67665183.0,67665183.0,1.0,123.389061,,123.389061,123.389061,123.389061,123.389061,123.389061,1.0,41.82654953,,41.82654953,41.82654953,41.82654953,41.82654953,41.82654953
40,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.6000009506052326e+17,,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,4.6000009506052326e+17,1.0,16409.0,,16409.0,16409.0,16409.0,16409.0,16409.0,1.0,67665184.0,,67665184.0,67665184.0,67665184.0,67665184.0,67665184.0,1.0,123.389061,,123.389061,123.389061,123.389061,123.389061,123.389061,1.0,41.82654953,,41.82654953,41.82654953,41.82654953,41.82654953,41.82654953
41,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600200950047308e+17,0.0,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,2.0,16410.0,0.0,16410.0,16410.0,16410.0,16410.0,16410.0,2.0,67880716.0,0.0,67880716.0,67880716.0,67880716.0,67880716.0,67880716.0,2.0,123.5472031,0.0,123.5472031,123.5472031,123.5472031,123.5472031,123.5472031,2.0,41.83459091,0.0,41.83459091,41.83459091,41.83459091,41.83459091,41.83459091
42,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600200950047308e+17,,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,4.600200950047308e+17,1.0,16640.0,,16640.0,16640.0,16640.0,16640.0,16640.0,1.0,13072270.0,,13072270.0,13072270.0,13072270.0,13072270.0,13072270.0,1.0,123.4181137,,123.4181137,123.4181137,123.4181137,123.4181137,123.4181137,1.0,41.79104996,,41.79104996,41.79104996,41.79104996,41.79104996,41.79104996
43,2.0,2018100300.0,0.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2.0,4.600700950246445e+17,0.0,4.600700950246445e+17,4.600700950246445e+17,4.600700950246445e+17,4.600700950246445e+17,4.600700950246445e+17,2.0,16640.0,0.0,16640.0,16640.0,16640.0,16640.0,16640.0,2.0,2202123.0,0.0,2202123.0,2202123.0,2202123.0,2202123.0,2202123.0,2.0,123.4299622,0.0,123.4299622,123.4299622,123.4299622,123.4299622,123.4299622,2.0,41.7955513,0.0,41.7955513,41.7955513,41.7955513,41.7955513,41.7955513
44,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.600200950063493e+17,,4.600200950063493e+17,4.600200950063493e+17,4.600200950063493e+17,4.600200950063493e+17,4.600200950063493e+17,1.0,16640.0,,16640.0,16640.0,16640.0,16640.0,16640.0,1.0,67195699.0,,67195699.0,67195699.0,67195699.0,67195699.0,67195699.0,1.0,123.4372406,,123.4372406,123.4372406,123.4372406,123.4372406,123.4372406,1.0,41.7996788,,41.7996788,41.7996788,41.7996788,41.7996788,41.7996788
45,1.0,2018100300.0,,2018100300.0,2018100300.0,2018100300.0,2018100300.0,2018100300.0,1.0,4.60000095080923e+17,,4.60000095080923e+17,4.60000095080923e+17,4.60000095080923e+17,4.60000095080923e+17,4.60000095080923e+17,1.0,16640.0,,16640.0,16640.0,16640.0,16640.0,16640.0,1.0,67444020.0,,67444020.0,67444020.0,67444020.0,67444020.0,67444020.0,1.0,123.4151917,,123.4151917,123.4151917,123.4151917,123.4151917,123.4151917,1.0,41.79349136,,41.79349136,41.79349136,41.79349136,41.79349136,41.79349136
